Target Distance: 50, Step Size: 2
1112: x, y: 0.496711, 0

1113: x, y: -1.2853, 0

1114: x, y: -1.11099, 0

1115: x, y: -2.36963, 0

1116: x, y: -3.39971, 0

1117: x, y: -1.58709, 0

1118: x, y: -1.93439, 0

1119: x, y: -0.787235, 0

1120: x, y: -0.612924, 0

1121: x, y: 0.963098, 0

1122: x, y: 1.48074, 0

1123: x, y: -0.316852, 0

1124: x, y: 0.46461, 0

1125: x, y: 1.77673, 0

1126: x, y: 2.0896, 0

1127: x, y: 0.357546, 0

1128: x, y: 0.84139, 0

1129: x, y: -0.0665911, 0

1130: x, y: 1.88215, 0

1131: x, y: 1.03691, 0

1132: x, y: 1.55455, 0

1133: x, y: -0.141546, 0

1134: x, y: -1.62784, 0

1135: x, y: -3.45493, 0

1136: x, y: -1.64231, 0

1137: x, y: -3.1744, 0

1138: x, y: -2.49036, 0

1139: x, y: -3.3671, 0

1140: x, y: -4.51425, 0

1141: x, y: -3.92951, 0

1142: x, y: -5.24163, 0

1143: x, y: -6.47295, 0

1144: x, y: -5.01024, 0

1145: x, y: -6.47295, 0

1146: x, y: -8.00504, 0

1147: x, y: -6.04875, 0

1148: x, y: -7.90311, 0

1149: x, y: -7.48729, 0

1150: x, y: -7.17442, 0

1151: x, y: -6.7928, 0

1152: x, y: -5.50723, 0

1153: x, y: -4.06855, 0

1154: x, y: -2.47128, 0

1155: x, y: -4.23717, 0

1156: x, y: -4.44623, 0

1157: x, y: -6.27332, 0

1158: x, y: -4.39394, 0

1159: x, y: -5.07798, 0

1160: x, y: -4.62807, 0

1161: x, y: -4.87181, 0

1162: x, y: -4.6975, 0

1163: x, y: -4.6277, 0

1164: x, y: -6.40971, 0

1165: x, y: -5.0204, 0

1166: x, y: -3.17939, 0

1167: x, y: -3.10959, 0

1168: x, y: -1.9912, 0

1169: x, y: -1.81689, 0

1170: x, y: -2.59835, 0

1171: x, y: -3.14963, 0

1172: x, y: -2.40042, 0

1173: x, y: -0.52103, 0

1174: x, y: -1.27024, 0

1175: x, y: -0.362262, 0

1176: x, y: -2.14428, 0

1177: x, y: -1.20533, 0

1178: x, y: 0.34896, 0

1179: x, y: -1.16046, 0

1180: x, y: -0.642822, 0

1181: x, y: 0.669297, 0

1182: x, y: 1.92794, 0

1183: x, y: 2.03261, 0

1184: x, y: 1.8583, 0

1185: x, y: 0.682727, 0

1186: x, y: 0.232825, 0

1187: x, y: -1.54919, 0

1188: x, y: -0.0397688, 0

1189: x, y: 1.94532, 0

1190: x, y: 3.93437, 0

1191: x, y: 5.10994, 0

1192: x, y: 5.92341, 0

1193: x, y: 7.43283, 0

1194: x, y: 6.91519, 0

1195: x, y: 8.91245, 0

1196: x, y: 9.08676, 0

1197: x, y: 7.51074, 0

1198: x, y: 6.4509, 0

1199: x, y: 5.96706, 0

1200: x, y: 5.79275, 0

1201: x, y: 5.89742, 0

1202: x, y: 5.96722, 0

1203: x, y: 7.93047, 0

1204: x, y: 6.08946, 0

1205: x, y: 4.18735, 0

1206: x, y: 6.09996, 0

1207: x, y: 7.7773, 0

1208: x, y: 5.79221, 0

1209: x, y: 7.69432, 0

1210: x, y: 5.7718, 0

1211: x, y: 7.75233, 0

1212: x, y: 9.50157, 0

1213: x, y: 8.91683, 0

1214: x, y: 10.4262, 0

1215: x, y: 10.5309, 0

1216: x, y: 11.6493, 0

1217: x, y: 13.3985, 0

1218: x, y: 15.1306, 0

1219: x, y: 16.3342, 0

1220: x, y: 15.1587, 0

1221: x, y: 16.3342, 0

1222: x, y: 16.2993, 0

1223: x, y: 14.4867, 0

1224: x, y: 12.4977, 0

1225: x, y: 13.0489, 0

1226: x, y: 12.0489, 0

1227: x, y: 10.8453, 0

1228: x, y: 10.294, 0

1229: x, y: 10.3638, 0

1230: x, y: 11.1453, 0

1231: x, y: 9.23268, 0

1232: x, y: 7.76998, 0

1233: x, y: 6.862, 0

1234: x, y: 5.95402, 0

1235: x, y: 5.50411, 0

1236: x, y: 7.47373, 0

1237: x, y: 9.44334, 0

1238: x, y: 10.8327, 0

1239: x, y: 11.4174, 0

1240: x, y: 11.1391, 0

1241: x, y: 10.1391, 0

1242: x, y: 9.16944, 0

1243: x, y: 9.16944, 0

1244: x, y: 10.455, 0

1245: x, y: 12.4113, 0

1246: x, y: 12.3066, 0

1247: x, y: 10.6886, 0

1248: x, y: 9.37649, 0

1249: x, y: 11.0538, 0

1250: x, y: 10.4691, 0

1251: x, y: 8.93699, 0

1252: x, y: 10.8595, 0

1253: x, y: 11.4108, 0

1254: x, y: 13.2518, 0

1255: x, y: 12.9045, 0

1256: x, y: 14.5018, 0

1257: x, y: 12.5167, 0

1258: x, y: 12.3424, 0

1259: x, y: 14.0567, 0

1260: x, y: 12.9969, 0

1261: x, y: 11.8497, 0

1262: x, y: 12.3674, 0

1263: x, y: 11.8497, 0

1264: x, y: 13.6156, 0

1265: x, y: 13.1998, 0

1266: x, y: 13.13, 0

1267: x, y: 13.748, 0

1268: x, y: 12.016, 0

1269: x, y: 10.5773, 0

1270: x, y: 12.1316, 0

1271: x, y: 12.1316, 0

1272: x, y: 13.9987, 0

1273: x, y: 14.748, 0

1274: x, y: 14.748, 0

1275: x, y: 16.639, 0

1276: x, y: 16.5343, 0

1277: x, y: 16.639, 0

1278: x, y: 14.7264, 0

1279: x, y: 16.7264, 0

1280: x, y: 18.639, 0

1281: x, y: 16.639, 0

1282: x, y: 14.6402, 0

1283: x, y: 14.6053, 0

1284: x, y: 12.9873, 0

1285: x, y: 12.2705, 0

1286: x, y: 13.6345, 0

1287: x, y: 12.0802, 0

1288: x, y: 10.1315, 0

1289: x, y: 8.64521, 0

1290: x, y: 8.40148, 0

1291: x, y: 6.98726, 0

1292: x, y: 5.57305, 0

1293: x, y: 3.841, 0

1294: x, y: 5.57305, 0

1295: x, y: 6.19108, 0

1296: x, y: 4.70479, 0

1297: x, y: 6.51741, 0

1298: x, y: 8.09343, 0

1299: x, y: 9.37901, 0

1300: x, y: 8.72787, 0

1301: x, y: 10.6685, 0

1302: x, y: 11.954, 0

1303: x, y: 9.99774, 0

1304: x, y: 9.92794, 0

1305: x, y: 11.9252, 0

1306: x, y: 9.94011, 0

1307: x, y: 8.4774, 0

1308: x, y: 9.70872, 0

1309: x, y: 9.36143, 0

1310: x, y: 8.02317, 0

1311: x, y: 6.15601, 0

1312: x, y: 8.12562, 0

1313: x, y: 6.59353, 0

1314: x, y: 4.89744, 0

1315: x, y: 2.92206, 0

1316: x, y: 1.92206, 0

1317: x, y: 1.40442, 0

1318: x, y: 2.40442, 0

1319: x, y: 1.68768, 0

1320: x, y: 3.68281, 0

1321: x, y: 4.88644, 0

1322: x, y: 4.07297, 0

1323: x, y: 5.38509, 0

1324: x, y: 6.16655, 0

1325: x, y: 7.55587, 0

1326: x, y: 5.68871, 0

1327: x, y: 7.36605, 0

1328: x, y: 9.04339, 0

1329: x, y: 8.49211, 0

1330: x, y: 9.63927, 0

1331: x, y: 8.8578, 0

1332: x, y: 7.57223, 0

1333: x, y: 9.51282, 0

1334: x, y: 7.54957, 0

1335: x, y: 7.20227, 0

1336: x, y: 8.51439, 0

1337: x, y: 9.09913, 0

1338: x, y: 10.7952, 0

1339: x, y: 10.6906, 0

1340: x, y: 9.27634, 0

1341: x, y: 7.42197, 0

1342: x, y: 5.78367, 0

1343: x, y: 5.16564, 0

1344: x, y: 6.93153, 0

1345: x, y: 5.09052, 0

1346: x, y: 6.87253, 0

1347: x, y: 6.18849, 0

1348: x, y: 8.12035, 0

1349: x, y: 6.12309, 0

1350: x, y: 6.15799, 0

1351: x, y: 5.77637, 0

1352: x, y: 3.82763, 0

1353: x, y: 1.89578, 0

1354: x, y: 3.83637, 0

1355: x, y: 3.90617, 0

1356: x, y: 1.91713, 0

1357: x, y: 3.0927, 0

1358: x, y: 1.3966, 0

1359: x, y: 2.30458, 0

1360: x, y: 0.402471, 0

1361: x, y: -0.378991, 0

1362: x, y: -0.239478, 0

1363: x, y: -1.29932, 0

1364: x, y: -3.23117, 0

1365: x, y: -5.22021, 0

1366: x, y: -7.21534, 0

1367: x, y: -7.83337, 0

1368: x, y: -9.58261, 0

1369: x, y: -10.3961, 0

1370: x, y: -12.3186, 0

1371: x, y: -11.7673, 0

1372: x, y: -9.76855, 0

1373: x, y: -10.4197, 0

1374: x, y: -10.3499, 0

1375: x, y: -8.3648, 0

1376: x, y: -9.70306, 0

1377: x, y: -7.95382, 0

1378: x, y: -7.10858, 0

1379: x, y: -8.9212, 0

1380: x, y: -10.8845, 0

1381: x, y: -11.7297, 0

1382: x, y: -11.7995, 0

1383: x, y: -11.8693, 0

1384: x, y: -9.91299, 0

1385: x, y: -7.96425, 0

1386: x, y: -7.96425, 0

1387: x, y: -7.7552, 0

1388: x, y: -7.37358, 0

1389: x, y: -7.16452, 0

1390: x, y: -9.15965, 0

1391: x, y: -11.1447, 0

1392: x, y: -10.3313, 0

1393: x, y: -12.3313, 0

1394: x, y: -12.7812, 0

1395: x, y: -12.8161, 0

1396: x, y: -11.3774, 0

1397: x, y: -13.3528, 0

1398: x, y: -15.2549, 0

1399: x, y: -15.7725, 0

1400: x, y: -13.85, 0

1401: x, y: -12.7316, 0

1402: x, y: -11.9824, 0

1403: x, y: -10.103, 0

1404: x, y: -11.3066, 0

1405: x, y: -10.4932, 0

1406: x, y: -9.58519, 0

1407: x, y: -8.12248, 0

1408: x, y: -7.57121, 0

1409: x, y: -9.1255, 0

1410: x, y: -9.71025, 0

1411: x, y: -11.7026, 0

1412: x, y: -10.8892, 0

1413: x, y: -11.5403, 0

1414: x, y: -12.5704, 0

1415: x, y: -11.0383, 0

1416: x, y: -9.04924, 0

1417: x, y: -9.76598, 0

1418: x, y: -9.45311, 0

1419: x, y: -7.46072, 0

1420: x, y: -9.31509, 0

1421: x, y: -11.3075, 0

1422: x, y: -12.8396, 0

1423: x, y: -14.8383, 0

1424: x, y: -13.161, 0

1425: x, y: -14.3646, 0

1426: x, y: -15.5118, 0

1427: x, y: -13.5712, 0

1428: x, y: -11.822, 0

1429: x, y: -13.0256, 0

1430: x, y: -14.2842, 0

1431: x, y: -12.2991, 0

1432: x, y: -13.9374, 0

1433: x, y: -14.5222, 0

1434: x, y: -14.0723, 0

1435: x, y: -12.0735, 0

1436: x, y: -11.7952, 0

1437: x, y: -12.2451, 0

1438: x, y: -10.9595, 0

1439: x, y: -12.9001, 0

1440: x, y: -12.4162, 0

1441: x, y: -10.7389, 0

1442: x, y: -10.426, 0

1443: x, y: -10.0787, 0

1444: x, y: -10.8922, 0

1445: x, y: -10.4764, 0

1446: x, y: -12.2084, 0

1447: x, y: -10.4592, 0

1448: x, y: -11.5485, 0

1449: x, y: -11.5834, 0

1450: x, y: -10.6444, 0

1451: x, y: -8.68117, 0

1452: x, y: -6.69212, 0

1453: x, y: -8.65538, 0

1454: x, y: -10.468, 0

1455: x, y: -9.59125, 0

1456: x, y: -10.0071, 0

1457: x, y: -8.02198, 0

1458: x, y: -6.48989, 0

1459: x, y: -7.20663, 0

1460: x, y: -6.92828, 0

1461: x, y: -4.92859, 0

1462: x, y: -2.988, 0

1463: x, y: -1.50171, 0

1464: x, y: -3.09898, 0

1465: x, y: -1.30139, 0

1466: x, y: -0.0158152, 0

1467: x, y: -0.259554, 0

1468: x, y: -0.294459, 0

1469: x, y: 0.644484, 0

1470: x, y: 2.62958, 0

1471: x, y: 2.11194, 0

1472: x, y: 3.20122, 0

1473: x, y: 4.81925, 0

1474: x, y: 3.14191, 0

1475: x, y: 4.79998, 0

1476: x, y: 6.13825, 0

1477: x, y: 6.24292, 0

1478: x, y: 7.92026, 0

1479: x, y: 6.55626, 0

1480: x, y: 5.00197, 0

1481: x, y: 6.99436, 0

1482: x, y: 6.40962, 0

1483: x, y: 5.32034, 0

1484: x, y: 4.14477, 0

1485: x, y: 2.70609, 0

1486: x, y: 2.46235, 0

1487: x, y: 1.61711, 0

1488: x, y: 2.82074, 0

1489: x, y: 2.64643, 0

1490: x, y: 2.50692, 0

1491: x, y: 4.48745, 0

1492: x, y: 6.48471, 0

1493: x, y: 7.94742, 0

1494: x, y: 9.47951, 0

1495: x, y: 7.48438, 0

1496: x, y: 9.19872, 0

1497: x, y: 10.43, 0

1498: x, y: 12.4273, 0

1499: x, y: 10.7312, 0

1500: x, y: 11.1811, 0

1501: x, y: 11.3206, 0

1502: x, y: 12.6846, 0

1503: x, y: 11.2459, 0

1504: x, y: 9.54984, 0

1505: x, y: 10.0337, 0

1506: x, y: 11.99, 0

1507: x, y: 10.5037, 0

1508: x, y: 12.2857, 0

1509: x, y: 13.6999, 0

1510: x, y: 13.8742, 0

1511: x, y: 12.0471, 0

1512: x, y: 14.0444, 0

1513: x, y: 14.4602, 0

1514: x, y: 15.8989, 0

1515: x, y: 14.3446, 0

1516: x, y: 13.2553, 0

1517: x, y: 13.2204, 0

1518: x, y: 14.0972, 0

1519: x, y: 12.4391, 0

1520: x, y: 12.2648, 0

1521: x, y: 11.2347, 0

1522: x, y: 9.89644, 0

1523: x, y: 8.45776, 0

1524: x, y: 7.90649, 0

1525: x, y: 6.62091, 0

1526: x, y: 5.33534, 0

1527: x, y: 7.26719, 0

1528: x, y: 9.21593, 0

1529: x, y: 7.75322, 0

1530: x, y: 5.77784, 0

1531: x, y: 3.77784, 0

1532: x, y: 5.33214, 0

1533: x, y: 3.43002, 0

1534: x, y: 5.41907, 0

1535: x, y: 3.74172, 0

1536: x, y: 3.95078, 0

1537: x, y: 4.12509, 0

1538: x, y: 2.19324, 0

1539: x, y: 4.08428, 0

1540: x, y: 4.01448, 0

1541: x, y: 2.31838, 0

1542: x, y: 0.32934, 0

1543: x, y: -1.66305, 0

1544: x, y: -1.90679, 0

1545: x, y: -0.374699, 0

1546: x, y: 1.61039, 0

1547: x, y: 2.48714, 0

1548: x, y: 3.99655, 0

1549: x, y: 5.6739, 0

1550: x, y: 3.69336, 0

1551: x, y: 1.70432, 0

1552: x, y: 0.827573, 0

1553: x, y: 2.82483, 0

1554: x, y: 1.29274, 0

1555: x, y: 3.05864, 0

1556: x, y: 4.65591, 0

1557: x, y: 6.65591, 0

1558: x, y: 7.91455, 0

1559: x, y: 8.85349, 0

1560: x, y: 10.2175, 0

1561: x, y: 8.87923, 0

1562: x, y: 7.11333, 0

1563: x, y: 8.50265, 0

1564: x, y: 10.2685, 0

1565: x, y: 11.4157, 0

1566: x, y: 10.9658, 0

1567: x, y: 9.11143, 0

1568: x, y: 11.092, 0

1569: x, y: 12.9191, 0

1570: x, y: 14.2573, 0

1571: x, y: 15.6466, 0

1572: x, y: 17.324, 0

1573: x, y: 15.9857, 0

1574: x, y: 14.0451, 0

1575: x, y: 12.2475, 0

1576: x, y: 12.5259, 0

1577: x, y: 13.2426, 0

1578: x, y: 14.4739, 0

1579: x, y: 12.5829, 0

1580: x, y: 13.1342, 0

1581: x, y: 14.5235, 0

1582: x, y: 16.4798, 0

1583: x, y: 18.4722, 0

1584: x, y: 18.785, 0

1585: x, y: 17.209, 0

1586: x, y: 17.9905, 0

1587: x, y: 19.7725, 0

1588: x, y: 21.0311, 0

1589: x, y: 22.8983, 0

1590: x, y: 24.898, 0

1591: x, y: 23.4593, 0

1592: x, y: 21.4961, 0

1593: x, y: 19.5155, 0

1594: x, y: 19.4806, 0

1595: x, y: 20.0987, 0

1596: x, y: 20.4803, 0

1597: x, y: 19.249, 0

1598: x, y: 17.7169, 0

1599: x, y: 19.3942, 0

1600: x, y: 18.4862, 0

1601: x, y: 18.2079, 0

1602: x, y: 16.2446, 0

1603: x, y: 14.2641, 0

1604: x, y: 12.732, 0

1605: x, y: 12.6273, 0

1606: x, y: 13.2454, 0

1607: x, y: 12.8981, 0

1608: x, y: 14.8387, 0

1609: x, y: 15.5227, 0

1610: x, y: 15.2443, 0

1611: x, y: 14.0972, 0

1612: x, y: 16.0378, 0

1613: x, y: 17.9172, 0

1614: x, y: 19.6492, 0

1615: x, y: 21.6444, 0

1616: x, y: 19.765, 0

1617: x, y: 21.7647, 0

1618: x, y: 22.4814, 0

1619: x, y: 20.5904, 0

1620: x, y: 21.5904, 0

1621: x, y: 21.0391, 0

1622: x, y: 22.8367, 0

1623: x, y: 20.9573, 0

1624: x, y: 22.7232, 0

1625: x, y: 24.5358, 0

1626: x, y: 22.9598, 0

1627: x, y: 21.0472, 0

1628: x, y: 20.1392, 0

1629: x, y: 18.1829, 0

1630: x, y: 16.2266, 0

1631: x, y: 16.2964, 0

1632: x, y: 17.9737, 0

1633: x, y: 19.5918, 0

1634: x, y: 18.1055, 0

1635: x, y: 16.4672, 0

1636: x, y: 18.3582, 0

1637: x, y: 17.3582, 0

1638: x, y: 18.7475, 0

1639: x, y: 18.5385, 0

1640: x, y: 18.6083, 0

1641: x, y: 18.6083, 0

1642: x, y: 19.3897, 0

1643: x, y: 21.353, 0

1644: x, y: 19.6569, 0

1645: x, y: 18.2427, 0

1646: x, y: 18.7603, 0

1647: x, y: 18.3445, 0

1648: x, y: 19.7338, 0

1649: x, y: 21.4299, 0

1650: x, y: 21.2209, 0

1651: x, y: 19.6236, 0

1652: x, y: 20.9618, 0

1653: x, y: 22.8412, 0

1654: x, y: 21.1639, 0

1655: x, y: 21.815, 0

1656: x, y: 20.4008, 0

1657: x, y: 20.2265, 0

1658: x, y: 18.9409, 0

1659: x, y: 20.8203, 0

1660: x, y: 19.4061, 0

1661: x, y: 17.6241, 0

1662: x, y: 19.3384, 0

1663: x, y: 21.2947, 0

1664: x, y: 21.6763, 0

1665: x, y: 23.5889, 0

1666: x, y: 24.4024, 0

1667: x, y: 22.4219, 0

1668: x, y: 20.4328, 0

1669: x, y: 21.4927, 0

1670: x, y: 20.6792, 0

1671: x, y: 18.6987, 0

1672: x, y: 19.7585, 0

1673: x, y: 19.7236, 0

1674: x, y: 18.2142, 0

1675: x, y: 17.3374, 0

1676: x, y: 15.8988, 0

1677: x, y: 13.9036, 0

1678: x, y: 15.1349, 0

1679: x, y: 13.5807, 0

1680: x, y: 12.4051, 0

1681: x, y: 13.4649, 0

1682: x, y: 13.5347, 0

1683: x, y: 11.8204, 0

1684: x, y: 13.0517, 0

1685: x, y: 14.69, 0

1686: x, y: 15.9756, 0

1687: x, y: 14.2613, 0

1688: x, y: 16.1156, 0

1689: x, y: 14.5396, 0

1690: x, y: 13.0075, 0

1691: x, y: 11.2583, 0

1692: x, y: 10.8084, 0

1693: x, y: 9.13103, 0

1694: x, y: 9.74906, 0

1695: x, y: 10.5625, 0

1696: x, y: 8.70817, 0

1697: x, y: 6.71304, 0

1698: x, y: 8.64489, 0

1699: x, y: 9.19617, 0

1700: x, y: 9.26597, 0

1701: x, y: 10.8203, 0

1702: x, y: 9.40605, 0

1703: x, y: 11.3866, 0

1704: x, y: 12.9409, 0

1705: x, y: 14.5989, 0

1706: x, y: 12.6968, 0

1707: x, y: 11.0195, 0

1708: x, y: 9.81586, 0

1709: x, y: 8.69748, 0

1710: x, y: 10.5996, 0

1711: x, y: 11.3163, 0

1712: x, y: 11.2814, 0

1713: x, y: 12.0306, 0

1714: x, y: 13.262, 0

1715: x, y: 14.5206, 0

1716: x, y: 13.4313, 0

1717: x, y: 11.8992, 0

1718: x, y: 12.616, 0

1719: x, y: 12.0312, 0

1720: x, y: 11.9266, 0

1721: x, y: 11.1451, 0

1722: x, y: 12.5091, 0

1723: x, y: 12.8564, 0

1724: x, y: 13.9748, 0

1725: x, y: 14.8828, 0

1726: x, y: 13.7935, 0

1727: x, y: 14.9119, 0

1728: x, y: 15.1556, 0

1729: x, y: 16.4939, 0

1730: x, y: 18.3849, 0

1731: x, y: 18.072, 0

1732: x, y: 16.9249, 0

1733: x, y: 14.9686, 0

1734: x, y: 16.8812, 0

1735: x, y: 15.0268, 0

1736: x, y: 13.5881, 0

1737: x, y: 13.623, 0

1738: x, y: 15.2411, 0

1739: x, y: 16.2712, 0

1740: x, y: 15.1819, 0

1741: x, y: 17.1044, 0

1742: x, y: 15.5501, 0

1743: x, y: 14.9321, 0

1744: x, y: 12.9397, 0

1745: x, y: 12.4898, 0

1746: x, y: 11.8057, 0

1747: x, y: 11.4584, 0

1748: x, y: 11.8057, 0

1749: x, y: 10.2085, 0

1750: x, y: 9.93013, 0

1751: x, y: 9.68639, 0

1752: x, y: 11.627, 0

1753: x, y: 11.0422, 0

1754: x, y: 11.627, 0

1755: x, y: 13.6221, 0

1756: x, y: 15.6112, 0

1757: x, y: 17.1432, 0

1758: x, y: 17.1432, 0

1759: x, y: 15.1435, 0

1760: x, y: 16.5329, 0

1761: x, y: 18.4239, 0

1762: x, y: 16.4543, 0

1763: x, y: 14.6884, 0

1764: x, y: 13.6583, 0

1765: x, y: 12.8131, 0

1766: x, y: 14.3452, 0

1767: x, y: 15.1586, 0

1768: x, y: 14.2819, 0

1769: x, y: 15.8579, 0

1770: x, y: 14.2196, 0

1771: x, y: 15.6338, 0

1772: x, y: 13.9955, 0

1773: x, y: 12.073, 0

1774: x, y: 10.2754, 0

1775: x, y: 11.561, 0

1776: x, y: 13.3881, 0

1777: x, y: 11.9988, 0

1778: x, y: 12.0686, 0

1779: x, y: 10.128, 0

1780: x, y: 9.09789, 0

1781: x, y: 10.8638, 0

1782: x, y: 8.87869, 0

1783: x, y: 6.8936, 0

1784: x, y: 4.93035, 0

1785: x, y: 3.44406, 0

1786: x, y: 3.82568, 0

1787: x, y: 3.65136, 0

1788: x, y: 2.23715, 0

1789: x, y: 2.61877, 0

1790: x, y: 4.00809, 0

1791: x, y: 2.45379, 0

1792: x, y: 1.03958, 0

1793: x, y: 2.21515, 0

1794: x, y: 4.05616, 0

1795: x, y: 4.86963, 0

1796: x, y: 6.71064, 0

1797: x, y: 4.91305, 0

1798: x, y: 3.42677, 0

1799: x, y: 2.11465, 0

1800: x, y: 0.317059, 0

1801: x, y: -1.63924, 0

1802: x, y: -1.46492, 0

1803: x, y: 0.284315, 0

1804: x, y: 1.09779, 0

1805: x, y: 2.81212, 0

1806: x, y: 4.32154, 0

1807: x, y: 4.66884, 0

1808: x, y: 3.46521, 0

1809: x, y: 4.90389, 0

1810: x, y: 5.38773, 0

1811: x, y: 5.17867, 0

1812: x, y: 7.03304, 0

1813: x, y: 5.61883, 0

1814: x, y: 7.56757, 0

1815: x, y: 6.88353, 0

1816: x, y: 4.88475, 0

1817: x, y: 4.4009, 0

1818: x, y: 6.24191, 0

1819: x, y: 4.87792, 0

1820: x, y: 4.77324, 0

1821: x, y: 3.95977, 0

1822: x, y: 5.9549, 0

1823: x, y: 5.81539, 0

1824: x, y: 7.66975, 0

1825: x, y: 9.63937, 0

1826: x, y: 8.98823, 0

1827: x, y: 7.54955, 0

1828: x, y: 6.99828, 0

1829: x, y: 7.51592, 0

1830: x, y: 7.34161, 0

1831: x, y: 9.31122, 0

1832: x, y: 7.49861, 0

1833: x, y: 9.2645, 0

1834: x, y: 8.58046, 0

1835: x, y: 7.29488, 0

1836: x, y: 8.93319, 0

1837: x, y: 8.15173, 0

1838: x, y: 7.40251, 0

1839: x, y: 5.40373, 0

1840: x, y: 4.43411, 0

1841: x, y: 4.74698, 0

1842: x, y: 6.72752, 0

1843: x, y: 4.74698, 0

1844: x, y: 3.57141, 0

1845: x, y: 5.48402, 0

1846: x, y: 7.24992, 0

1847: x, y: 5.67389, 0

1848: x, y: 7.38823, 0

1849: x, y: 7.21392, 0

1850: x, y: 6.12464, 0

1851: x, y: 4.2336, 0

1852: x, y: 5.20322, 0

1853: x, y: 3.37613, 0

1854: x, y: 5.21714, 0

1855: x, y: 5.70098, 0

1856: x, y: 6.18483, 0

1857: x, y: 5.06644, 0

1858: x, y: 3.33439, 0

1859: x, y: 5.31493, 0

1860: x, y: 6.80122, 0

1861: x, y: 5.0192, 0

1862: x, y: 5.63724, 0

1863: x, y: 7.47825, 0

1864: x, y: 5.90223, 0

1865: x, y: 4.28419, 0

1866: x, y: 2.32094, 0

1867: x, y: 0.408328, 0

1868: x, y: 2.36462, 0

1869: x, y: 4.32092, 0

1870: x, y: 3.63688, 0

1871: x, y: 4.35361, 0

1872: x, y: 6.22077, 0

1873: x, y: 6.56807, 0

1874: x, y: 8.51681, 0

1875: x, y: 6.91954, 0

1876: x, y: 8.71713, 0

1877: x, y: 10.5581, 0

1878: x, y: 12.1342, 0

1879: x, y: 13.5969, 0

1880: x, y: 11.6843, 0

1881: x, y: 12.3354, 0

1882: x, y: 11.5219, 0

1883: x, y: 12.3987, 0

1884: x, y: 12.2244, 0

1885: x, y: 10.993, 0

1886: x, y: 11.4089, 0

1887: x, y: 13.2999, 0

1888: x, y: 13.9839, 0

1889: x, y: 12.0143, 0

1890: x, y: 12.9223, 0

1891: x, y: 11.0679, 0

1892: x, y: 9.8366, 0

1893: x, y: 8.44729, 0

1894: x, y: 6.87127, 0

1895: x, y: 8.87127, 0

1896: x, y: 8.52397, 0

1897: x, y: 8.62864, 0

1898: x, y: 6.76148, 0

1899: x, y: 8.04706, 0

1900: x, y: 9.97891, 0

1901: x, y: 8.72027, 0

1902: x, y: 6.98822, 0

1903: x, y: 8.987, 0

1904: x, y: 10.4733, 0

1905: x, y: 8.60613, 0

1906: x, y: 9.7817, 0

1907: x, y: 11.5137, 0

1908: x, y: 10.1498, 0

1909: x, y: 12.1485, 0

1910: x, y: 12.5984, 0

1911: x, y: 14.579, 0

1912: x, y: 13.8622, 0

1913: x, y: 14.4135, 0

1914: x, y: 16.3156, 0

1915: x, y: 16.8333, 0

1916: x, y: 16.084, 0

1917: x, y: 14.099, 0

1918: x, y: 12.4409, 0

1919: x, y: 12.7882, 0

1920: x, y: 14.6553, 0

1921: x, y: 12.6748, 0

1922: x, y: 12.8491, 0

1923: x, y: 10.9365, 0

1924: x, y: 9.70518, 0

1925: x, y: 11.1679, 0

1926: x, y: 9.30073, 0

1927: x, y: 7.33111, 0

1928: x, y: 8.8632, 0

1929: x, y: 9.24482, 0

1930: x, y: 7.40381, 0

1931: x, y: 8.34275, 0

1932: x, y: 7.40381, 0

1933: x, y: 9.33566, 0

1934: x, y: 11.1332, 0

1935: x, y: 10.3198, 0

1936: x, y: 10.1107, 0

